learning_path,module,unit,source_url,markdown_path,metadata_path,raw_html_path
AI concepts for developers and technology professionals,Introduction to AI-powered information extraction concepts,Field extraction and mapping,https://learn.microsoft.com/en-us/training/modules/introduction-information-extraction/4-form-extraction/,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/04_4-form-extraction.md,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/04_4-form-extraction.metadata.json,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/raw/04_4-form-extraction.html
AI concepts for developers and technology professionals,Introduction to AI-powered information extraction concepts,Exercise - Explore AI information extraction,https://learn.microsoft.com/en-us/training/modules/introduction-information-extraction/6b-exercise/,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/05_6b-exercise.md,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/05_6b-exercise.metadata.json,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/raw/05_6b-exercise.html
AI concepts for developers and technology professionals,Introduction to AI-powered information extraction concepts,Module assessment,https://learn.microsoft.com/en-us/training/modules/introduction-information-extraction/7-knowledge-check/,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/06_7-knowledge-check.md,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/06_7-knowledge-check.metadata.json,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/raw/06_7-knowledge-check.html
AI concepts for developers and technology professionals,Introduction to AI-powered information extraction concepts,Summary,https://learn.microsoft.com/en-us/training/modules/introduction-information-extraction/8-summary/,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/07_8-summary.md,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/07_8-summary.metadata.json,01_ai-concepts-for-developers-and-technology-professionals/06_introduction-to-ai-powered-information-extraction-concepts/raw/07_8-summary.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Introduction,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/1-introduction/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/01_1-introduction.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/01_1-introduction.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/01_1-introduction.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Understand Azure,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/2-what-is-azure/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/02_2-what-is-azure.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/02_2-what-is-azure.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/02_2-what-is-azure.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Developing AI apps on Azure,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/3-develop-ai-apps/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/03_3-develop-ai-apps.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/03_3-develop-ai-apps.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/03_3-develop-ai-apps.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Microsoft Foundry for AI,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/4-microsoft-foundry/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/04_4-microsoft-foundry.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/04_4-microsoft-foundry.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/04_4-microsoft-foundry.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Using Microsoft Foundry endpoints,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/5-endpoints/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/05_5-endpoints.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/05_5-endpoints.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/05_5-endpoints.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Exercise - Get started with Microsoft Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/6-exercise/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/06_6-exercise.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/06_6-exercise.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/06_6-exercise.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Knowledge check,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/7-knowledge-check/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/07_7-knowledge-check.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/07_7-knowledge-check.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/07_7-knowledge-check.html
Get started with AI applications and agents on Azure,Get started with AI in Azure,Summary,https://learn.microsoft.com/en-us/training/modules/get-started-with-ai-in-azure/8-summary/,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/08_8-summary.md,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/08_8-summary.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/01_get-started-with-ai-in-azure/raw/08_8-summary.html
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Introduction,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/1-introduction/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/01_1-introduction.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/01_1-introduction.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/01_1-introduction.html
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Generative AI models,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/2-generative-ai-models/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/02_2-generative-ai-models.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/02_2-generative-ai-models.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/02_2-generative-ai-models.html
